Department,Branch,Timeline,Semester,Subject,FullPath
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Sixth Semester,PLC AND SCADA,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Sixth Semester/PLC AND SCADA.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Sixth Semester,PLC AND SCADA,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Sixth Semester/PLC AND SCADA.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Eight Semester,POWER QUALITY,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Eight Semester/POWER QUALITY.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Eight Semester,POWER QUALITY,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Eight Semester/POWER QUALITY.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Sixth Semester,POWER STATION PRACTICE,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Sixth Semester/POWER STATION PRACTICE.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Sixth Semester,POWER STATION PRACTICE,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Sixth Semester/POWER STATION PRACTICE.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Sixth Semester,POWER SYSTEM  II,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Sixth Semester/POWER SYSTEM  II.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Sixth Semester,POWER SYSTEM  II,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Sixth Semester/POWER SYSTEM  II.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Fourth Sem ms23,POWER SYSTEMS  I,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Fourth Sem ms23/POWER SYSTEMS  I.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Fourth Sem,POWER SYSTEMS  I,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Fourth Sem/POWER SYSTEMS  I.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Fourth Sem ms23,PROGRAMMING FOR EE APPLICATIONS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Fourth Sem ms23/PROGRAMMING FOR EE APPLICATIONS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Fourth Sem,PROGRAMMING FOR EE APPLICATIONS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Fourth Sem/PROGRAMMING FOR EE APPLICATIONS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Fourth Sem ms23,RENEWABLE AND DISTRIBUTED ENERGY SOURCES,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Fourth Sem ms23/RENEWABLE AND DISTRIBUTED ENERGY SOURCES.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Fourth Sem,RENEWABLE AND DISTRIBUTED ENERGY SOURCES,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Fourth Sem/RENEWABLE AND DISTRIBUTED ENERGY SOURCES.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Fourth Sem ms23,SIGNALS AND SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Fourth Sem ms23/SIGNALS AND SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Fourth Sem,SIGNALS AND SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Fourth Sem/SIGNALS AND SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Sixth Semester,UTILIZATION OF ELECTRICAL ENERGY,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/SUMMER-2023/Sixth Semester/UTILIZATION OF ELECTRICAL ENERGY.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2023,Sixth Semester,UTILIZATION OF ELECTRICAL ENERGY,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2023/Sixth Semester/UTILIZATION OF ELECTRICAL ENERGY.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SEVENTH SEM,ADVANCE ELECTRIC DRIVES AND VEHICLES,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SEVENTH SEM/ADVANCE ELECTRIC DRIVES AND VEHICLES.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,THIRD SEM,ANALOG ELECTRONIC CIRCUITS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/THIRD SEM/ANALOG ELECTRONIC CIRCUITS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,THIRD SEM,ANALOG ELECTRONICS CIRCUITS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/THIRD SEM/ANALOG ELECTRONICS CIRCUITS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SIXTH SEM,CONTROL SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SIXTH SEM/CONTROL SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,THIRD SEM,DATA STRUCTURES AND ALGORITHMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/THIRD SEM/DATA STRUCTURES AND ALGORITHMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FIFTH SEM,DATABASE MANAGEMENT SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FIFTH SEM/DATABASE MANAGEMENT SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FOURTH SEM,DIGITAL CIRCUITS AND MICROPROCESSOR,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FOURTH SEM/DIGITAL CIRCUITS AND MICROPROCESSOR.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SEVENTH SEM,EHVAC TRANSMISSION SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SEVENTH SEM/EHVAC TRANSMISSION SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SIXTH SEM,ELECTRICAL DRIVES AND CONTROL,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SIXTH SEM/ELECTRICAL DRIVES AND CONTROL.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FIFTH SEM,ELECTRICAL ENERGY CONSERVATION AND AUDIT,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FIFTH SEM/ELECTRICAL ENERGY CONSERVATION AND AUDIT.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,THIRD SEM,ELECTRICAL ENGINEERING MATHEMATICS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/THIRD SEM/ELECTRICAL ENGINEERING MATHEMATICS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SEVENTH SEM,ELECTRICAL INSTALLATION DESIGN,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SEVENTH SEM/ELECTRICAL INSTALLATION DESIGN.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FOURTH SEM,ELECTRICAL MACHINES  I,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FOURTH SEM/ELECTRICAL MACHINES  I.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FIFTH SEM,ELECTRICAL MACHINES  II,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FIFTH SEM/ELECTRICAL MACHINES  II.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,THIRD SEM,ELECTRICAL MEASUREMENT AND MEASURING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/THIRD SEM/ELECTRICAL MEASUREMENT AND MEASURING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SEVENTH SEM,ENTREPRENEURSHIP,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SEVENTH SEM/ENTREPRENEURSHIP.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SEVENTH SEM,HIGH VOLTAGE ENGINEERING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SEVENTH SEM/HIGH VOLTAGE ENGINEERING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,THIRD SEM,INNOVATION AND ENTREPRENEURSHIP,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/THIRD SEM/INNOVATION AND ENTREPRENEURSHIP.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FIFTH SEM,MICROCONTROLLER,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FIFTH SEM/MICROCONTROLLER.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,THIRD SEM,NETWORK ANALYSIS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/THIRD SEM/NETWORK ANALYSIS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FOURTH SEM,OBJECT ORIENTED PROGRAMMING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FOURTH SEM/OBJECT ORIENTED PROGRAMMING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SIXTH SEM,PHOTOVOLTAIC SYSTEM ENGINEERING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SIXTH SEM/PHOTOVOLTAIC SYSTEM ENGINEERING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SIXTH SEM,PLC AND SCADA,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SIXTH SEM/PLC AND SCADA.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FIFTH SEM,POWER ELECTRONICS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FIFTH SEM/POWER ELECTRONICS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SIXTH SEM,POWER STATION PRACTICE,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SIXTH SEM/POWER STATION PRACTICE.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,SIXTH SEM,POWER SYSTEM  II,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/SIXTH SEM/POWER SYSTEM  II.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FOURTH SEM,POWER SYSTEMS  I,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FOURTH SEM/POWER SYSTEMS  I.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",SUMMER-2024,FOURTH SEM,SIGNALS AND SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/SUMMER-2024/FOURTH SEM/SIGNALS AND SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,SEVENTH SEMESTER,ADVANCE ELECTRIC DRIVES AND VEHICLES,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/SEVENTH SEMESTER/ADVANCE ELECTRIC DRIVES AND VEHICLES.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,THIRD SEMESTER,ANALOG ELECTRONIC CIRCUITS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/THIRD SEMESTER/ANALOG ELECTRONIC CIRCUITS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,THIRD SEMESTER,DATA STRUCTURES AND ALGORITHMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/THIRD SEMESTER/DATA STRUCTURES AND ALGORITHMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,SEVENTH SEMESTER,DIGITAL RELAYS AND PROTECTION SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/SEVENTH SEMESTER/DIGITAL RELAYS AND PROTECTION SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,SEVENTH SEMESTER,EHVAC TRANSMISSION SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/SEVENTH SEMESTER/EHVAC TRANSMISSION SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,THIRD SEMESTER,ELECTRICAL ENGINEERING MATHEMATICS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/THIRD SEMESTER/ELECTRICAL ENGINEERING MATHEMATICS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,SEVENTH SEMESTER,ELECTRICAL INSTALLATION DESIGN,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/SEVENTH SEMESTER/ELECTRICAL INSTALLATION DESIGN.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,THIRD SEMESTER,ELECTRICAL MEASUREMENTS AND MEASURING INSTRUMENTS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/THIRD SEMESTER/ELECTRICAL MEASUREMENTS AND MEASURING INSTRUMENTS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,SEVENTH SEMESTER,ENTREPRENEURSHIP DEVELOPMENT,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/SEVENTH SEMESTER/ENTREPRENEURSHIP DEVELOPMENT.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,SEVENTH SEMESTER,HIGH VOLTAGE ENGINEERING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/SEVENTH SEMESTER/HIGH VOLTAGE ENGINEERING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,THIRD SEMESTER,INNOVATION AND ENTREPRENEURSHIP,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/THIRD SEMESTER/INNOVATION AND ENTREPRENEURSHIP.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER -2022,THIRD SEMESTER,NETWORK ANALYSIS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER -2022/THIRD SEMESTER/NETWORK ANALYSIS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2015,THIRD SEMESTER,ELECTRONIC DEVICES AND CIRCUITS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2015/THIRD SEMESTER/ELECTRONIC DEVICES AND CIRCUITS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,EIGHT SEMESTER,COMPUTER APPLICATION IN POWER SYSTEM,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/EIGHT SEMESTER/COMPUTER APPLICATION IN POWER SYSTEM.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SIXTH SEMESTER,CONTOL SYSTEM ENGINEERING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/SIXTH SEMESTER/CONTOL SYSTEM ENGINEERING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SIXTH SEMESTER,CONTROL SYSTEM ENGINEERING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/SIXTH SEMESTER/CONTROL SYSTEM ENGINEERING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FOURTH SEMESTER,DIGITAL AND LINEAR ELECRONICS CIRCUITS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FOURTH SEMESTER/DIGITAL AND LINEAR ELECRONICS CIRCUITS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SEVENTH SEMESTER,EHVAC AND HVDC TRANSMISSION,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/SEVENTH SEMESTER/EHVAC AND HVDC TRANSMISSION.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SEVENTH SEMESTER,EHVAC AND HVDC TRANSMISSION,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/SEVENTH SEMESTER/EHVAC AND HVDC TRANSMISSION.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FOURTH SEMESTER,ELECTRICAL  MACHINES -I,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FOURTH SEMESTER/ELECTRICAL  MACHINES -I.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SIXTH SEMESTER,ELECTRICAL DRIVES AND THEIR CONTROL,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/SIXTH SEMESTER/ELECTRICAL DRIVES AND THEIR CONTROL.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FOURTH SEMESTER,ELECTRICAL ENGINEERING MATHEMATICS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FOURTH SEMESTER/ELECTRICAL ENGINEERING MATHEMATICS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,EIGHT SEMESTER,ELECTRICAL INSTALLATION DESIGN AND PRACTICE,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/EIGHT SEMESTER/ELECTRICAL INSTALLATION DESIGN AND PRACTICE.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,ELECTRICAL MACHINE DESIGN,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/FIFTH SEMESTER/ELECTRICAL MACHINE DESIGN.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,ELECTRICAL MACHINE DESIGN ,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FIFTH SEMESTER/ELECTRICAL MACHINE DESIGN .pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,ELECTRICAL MACHINE-II,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/FIFTH SEMESTER/ELECTRICAL MACHINE-II.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,ELECTRICAL MACHINE-II,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FIFTH SEMESTER/ELECTRICAL MACHINE-II.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FOURTH SEMESTER,ELECTRICAL MEASUREMENT AND MEASURING INSTRUMENTS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FOURTH SEMESTER/ELECTRICAL MEASUREMENT AND MEASURING INSTRUMENTS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,ELECTRICAL POWER SYSTEMS-I,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/FIFTH SEMESTER/ELECTRICAL POWER SYSTEMS-I.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,ELECTRICAL POWER SYSTEMS-I,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FIFTH SEMESTER/ELECTRICAL POWER SYSTEMS-I.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,ELECTRONICS DEVICES AND CIRCUITS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/THIRD SEMESTER/ELECTRONICS DEVICES AND CIRCUITS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,ELECTRONICS DEVICES AND CIRCUITS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/THIRD SEMESTER/ELECTRONICS DEVICES AND CIRCUITS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,ELEMENTS OF ELECTROMEGNATICS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/THIRD SEMESTER/ELEMENTS OF ELECTROMEGNATICS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,ELEMENTS OF ELECTROMEGNETICS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/THIRD SEMESTER/ELEMENTS OF ELECTROMEGNETICS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,ENERGU MANAGEMENT AND AUDIT,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FIFTH SEMESTER/ENERGU MANAGEMENT AND AUDIT.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,ENERGY MANAGEMENT AND AUDIT,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/FIFTH SEMESTER/ENERGY MANAGEMENT AND AUDIT.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,ENGINEERING MATHEMATICS-III,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/THIRD SEMESTER/ENGINEERING MATHEMATICS-III.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,EIGHT SEMESTER,FLEXIBLE AC TRANSMISSION SYSTEMS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/EIGHT SEMESTER/FLEXIBLE AC TRANSMISSION SYSTEMS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SEVENTH SEMESTER,HIGH VOLTAGE ENGINEERING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/SEVENTH SEMESTER/HIGH VOLTAGE ENGINEERING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SEVENTH SEMESTER,HIGH VOLTAGE ENGINEERING-II,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/SEVENTH SEMESTER/HIGH VOLTAGE ENGINEERING-II.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SIXTH SEMESTER,INSTRUMENTATION,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/SIXTH SEMESTER/INSTRUMENTATION.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,INTRODCTION TO COMPUTER CONCEPTS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/THIRD SEMESTER/INTRODCTION TO COMPUTER CONCEPTS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,INTRODUCTION TO COMPUTER CONCEPTS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/THIRD SEMESTER/INTRODUCTION TO COMPUTER CONCEPTS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,MICROPOSSESOR AND INTERFACING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/FIFTH SEMESTER/MICROPOSSESOR AND INTERFACING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,FIFTH SEMESTER,MICROPROCESSOR AND INTERFACING,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/FIFTH SEMESTER/MICROPROCESSOR AND INTERFACING.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,NETWORK ANALYSIS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/THIRD SEMESTER/NETWORK ANALYSIS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,THIRD SEMESTER,NETWORKS ANALYSIS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/MAKE - UP/WINTER-2017/THIRD SEMESTER/NETWORKS ANALYSIS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,SIXTH SEMESTER,POWER ELECTRONICS,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/SIXTH SEMESTER/POWER ELECTRONICS.pdf"
B. E,"ELECTRICAL ENGG. II, III & IV YEAR",WINTER-2017,EIGHT SEMESTER,POWER QUALITY,"/B. E/ELECTRICAL ENGG. II, III & IV YEAR/REGULAR/WINTER-2017/EIGHT SEMESTER/POWER QUALITY.pdf"
